"Year","Quarter","Group","Unit","Population","Deflator","Total Wealth (nominal $)","Wealth Per Unit (nominal $)","Wealth Share"
"2017","2","Total","Adults","243424910.1543101","0.8863436","81154187417261.19","333384.8921452473","1"
"2017","3","Total","Adults","243888822.1183855","0.89075184","83118245395592.3","340803.8329663426","1"
"2017","4","Total","Adults","244335966.03313482","0.89708346","85831262409525.95","351283.7827480799","1"
"2018","1","Total","Adults","244803297.4987893","0.90196228","86770488622721.17","354449.8358856882","1"
"2018","2","Total","Adults","245276148.0651747","0.90999448","88036370306401.8","358927.5638942634","1"
"2018","3","Total","Adults","245719248.25853398","0.91299111","90048178837791.94","366467.7451033367","1"
"2018","4","Total","Adults","246154305.2135332","0.91776264","85797423343230.19","348551.3823079507","1"
"2019","1","Total","Adults","246587528.4750794","0.92056108","91607589242743.52","371501.3075042907","1"
"2019","2","Total","Adults","246876835.31307983","0.9258278","93615864377653.36","379200.6822306081","1"
"2019","3","Total","Adults","247222017.81448492","0.92884094","94264273096795.64","381294.0041915337","1"
"2019","4","Total","Adults","247565716.2637691","0.93264657","98029633385219.64","395974.187640642","1"
"2020","1","Total","Adults","247823676.6099854","0.93568444","90743295026395.88","366160.7166340442","1"
"2020","2","Total","Adults","248100432.2757645","0.93166423","99005273644923.92","399053.2089636959","1"
"2020","3","Total","Adults","248453893.38143292","0.94015872","103174489746351.6","415266.141907285","1"
"2020","4","Total","Adults","248790556.62147394","0.94470727","111330171611350.3","447485.5200422066","1"
"2021","1","Total","Adults","248937959.09563893","0.95472074","116044432058782.4","466158.0438771073","1"
"2021","2","Total","Adults","249086869.68763483","0.96925795","121596789018190.2","488170.2081313141","1"
"2021","3","Total","Adults","249310728.922685","0.9833082","126781635754578.6","508528.5992400892","1"
"2021","4","Total","Adults","249533842.1207231","1","129927100804208.6","520679.2782092883","1"
"1976","1","Bottom 50%","Adults","71343298.71190146","0.25500882","53259597133.94433","746.5255755697","0.0122384357"
"1976","2","Bottom 50%","Adults","71717163.1481652","0.25757614","54028253164.22135","753.3517890634","0.0120011903"
"1976","3","Bottom 50%","Adults","72081297.85880625","0.26090294","49761843828.18058","690.3572120143","0.010855011"
"1976","4","Bottom 50%","Adults","72444912.0828348","0.26558363","47531179607.36767","656.101004761","0.010079935"
"1977","1","Bottom 50%","Adults","72822457.86141166","0.26985976","50678683181.69611","695.9210753109","0.0105994999"
"1977","2","Bottom 50%","Adults","73212281.23637371","0.27366537","52030231645.77168","710.6762795409","0.0105609357"
"1977","3","Bottom 50%","Adults","73582150.14238991","0.2769922","50949092529.12217","692.4110321665","0.0101256584"
"1977","4","Bottom 50%","Adults","73949125.635044","0.28297713","51128346823.9011","691.3989365639","0.0099262493"
"1978","1","Bottom 50%","Adults","74333438.37257035","0.28709644","52362891519.97274","704.4325227837","0.009918064"
"1978","2","Bottom 50%","Adults","74729386.34994341","0.29258609","49630875226.89965","664.1413458755","0.0090480512"
"1978","3","Bottom 50%","Adults","75108717.77297571","0.2975474","48110119002.749214","640.5397459742","0.0084454016"
"1978","4","Bottom 50%","Adults","75482269.0215606","0.30363971","43033241454.32532","570.1105969938","0.0073880401"
"1979","1","Bottom 50%","Adults","75870508.0508581","0.30917063","55381896210.708115","729.9528846384","0.0091070666"
"1979","2","Bottom 50%","Adults","76268422.79276204","0.3167488","59166266181.9509","775.7635993433","0.0093917162"
"1979","3","Bottom 50%","Adults","76614747.31349996","0.32366663","61898046574.84567","807.9129507739","0.0094668487"
"1979","4","Bottom 50%","Adults","77059484.15418455","0.32967636","63931498765.756966","829.638291347","0.0094763326"
"1980","1","Bottom 50%","Adults","77413198.47850685","0.33660239","67968955721.29185","878.0021631604","0.00987903"
"1980","2","Bottom 50%","Adults","77792521.4380058","0.34460983","80311896576.2656","1032.3858269624","0.0111880716"
"1980","3","Bottom 50%","Adults","78202943.62027505","0.35231188","91454919331.23334","1169.4562262938","0.0121492242"
"1980","4","Bottom 50%","Adults","78519615.65252796","0.36149156","88560808787.77887","1127.8813332414","0.0113727554"
"1981","1","Bottom 50%","Adults","78836811.21196641","0.37100971","92812219557.01964","1177.2700865269","0.0117163236"
"1981","2","Bottom 50%","Adults","79197045.6135254","0.37836501","102608107464.7606","1295.6052422142","0.0125973607"
"1981","3","Bottom 50%","Adults","79529195.01871541","0.38548091","103839544202.6242","1305.6783006315","0.0126546538"
"1981","4","Bottom 50%","Adults","79854120.5380933","0.3921428","111296037414.4272","1393.7419467457","0.0131313299"
"1982","1","Bottom 50%","Adults","80186891.5404246","0.39754167","129614936702.8925","1616.4105405875","0.015096086"
"1982","2","Bottom 50%","Adults","80523158.99488154","0.40270939","134585166102.1281","1671.3845778291","0.0154950463"
"1982","3","Bottom 50%","Adults","80838387.85903816","0.40842187","151438809440.8207","1873.3526663705","0.0169878227"
"1982","4","Bottom 50%","Adults","81146201.54192646","0.4126485","159860585689.8478","1970.031654621","0.0173807577"
"1983","1","Bottom 50%","Adults","81468518.12778834","0.4157607","183739696176.3801","2255.3459962065","0.0193183068"
"1983","2","Bottom 50%","Adults","81795753.0117006","0.41885632","189932331891.3511","2322.0317057804","0.0193919327"
"1983","3","Bottom 50%","Adults","82102440.0983728","0.42330587","184853871041.2247","2251.5027667843","0.0186575897"
"1983","4","Bottom 50%","Adults","82402261.18885696","0.42651707","173978961594.4718","2111.3372264838","0.0174751353"
"1984","1","Bottom 50%","Adults","82706144.54417734","0.4308345","178190446007.7697","2154.5006962885","0.0176326751"
"1984","2","Bottom 50%","Adults","83010615.30556116","0.43451631","166484373529.1304","2005.579321588","0.0162447342"
"1984","3","Bottom 50%","Adults","83285776.74285994","0.43837973","169351963493.9345","2033.383971633","0.0160157867"
"1984","4","Bottom 50%","Adults","83552200.40276445","0.44165701","161356113129.7574","1931.2012412832","0.0149079358"
"1985","1","Bottom 50%","Adults","83832160.04551896","0.44602394","172822458583.5732","2061.5293520975","0.0154558304"
"1985","2","Bottom 50%","Adults","84114888.295405","0.44889671","178261936978.9439","2119.2673567241","0.0155303037"
"1985","3","Bottom 50%","Adults","84377296.18882506","0.45160443","173497726742.643","2056.2133960109","0.0149430624"
"1985","4","Bottom 50%","Adults","84631327.02968255","0.4541305","191585172463.3271","2263.7618856683","0.0156747305"
"1986","1","Bottom 50%","Adults","84893326.05392571","0.45639235","216482951601.4402","2550.0585459913","0.0170513436"
"1986","2","Bottom 50%","Adults","85154414.24086796","0.45811769","223675076983.0272","2626.6997310361","0.0171982618"
"1986","3","Bottom 50%","Adults","85394675.13536374","0.45999983","214188611557.7911","2508.2197598184","0.0163789328"
"1986","4","Bottom 50%","Adults","85628089.89742194","0.46250117","220391329180.7568","2573.8204536008","0.0162416202"
"1987","1","Bottom 50%","Adults","85866193.28664555","0.46543998","275462976898.7554","3208.0492491286","0.019353271"
"1987","2","Bottom 50%","Adults","86104966.37510584","0.46866772","282906219298.6423","3285.5970010626","0.0195329294"
"1987","3","Bottom 50%","Adults","86327410.16903755","0.47220919","297608976972.1368","3447.4447500439","0.0200424685"
"1987","4","Bottom 50%","Adults","86544241.6782884","0.47597352","284571883975.0746","3288.1665892101","0.0196109629"
"1988","1","Bottom 50%","Adults","86776484.405268","0.47970483","298303539522.9035","3437.6080290341","0.0199594382"
"1988","2","Bottom 50%","Adults","87017775.09727755","0.48437718","301334551635.9835","3462.9080242413","0.0196703311"
"1988","3","Bottom 50%","Adults","87247217.008882","0.49016401","293846980600.1077","3367.9811307929","0.0189072496"
"1988","4","Bottom 50%","Adults","87480254.0735611","0.49439895","294981502372.9194","3371.9781166259","0.0184739874"
"1989","1","Bottom 50%","Adults","87732765.73104095","0.49955836","309981949166.2129","3533.2517627053","0.0189984914"
"1989","2","Bottom 50%","Adults","87997557.1077761","0.50487465","314342902044.0659","3572.1775964652","0.0188366344"
"1989","3","Bottom 50%","Adults","88252987.53243645","0.50856471","331365781510.3342","3754.7259393179","0.0192796997"
"1989","4","Bottom 50%","Adults","88533783.160283","0.51218873","332243199057.80896","3752.7279101618","0.018987392"
"1990","1","Bottom 50%","Adults","88854063.9780971","0.51771134","317456726668.7817","3572.7879227565","0.0182794914"
"1990","2","Bottom 50%","Adults","89198849.29551084","0.52350646","314798551929.132","3529.1772754402","0.0178549073"
"1990","3","Bottom 50%","Adults","89540445.21710435","0.52799726","291862097477.4534","3259.5560226419","0.016873047"
"1990","4","Bottom 50%","Adults","89880435.2672838","0.53192663","289648549044.033","3222.5984240362","0.0163172178"
"1991","1","Bottom 50%","Adults","90233188.785556","0.53713566","315330124106.5022","3494.6135490778","0.0172113584"
"1991","2","Bottom 50%","Adults","90582299.06150356","0.54108161","309497278864.3501","3416.7523022816","0.0169139021"
"1991","3","Bottom 50%","Adults","90899049.83517216","0.54530823","320813199985.9232","3529.3350212973","0.0172494643"
"1991","4","Bottom 50%","Adults","91212041.23432271","0.54854423","327653357373.5924","3592.2160379226","0.0170758155"
"1992","1","Bottom 50%","Adults","91531438.96164896","0.55058324","318541453118.0665","3480.1315999362","0.0166854109"
"1992","2","Bottom 50%","Adults","91842139.5799244","0.55389357","302412330212.6049","3292.7404739894","0.0158160212"
"1992","3","Bottom 50%","Adults","92126100.508893","0.55660123","290758248809.6013","3156.0898290874","0.014986145"
"1992","4","Bottom 50%","Adults","92396924.01520216","0.5604316","282082760073.3326","3052.9453559181","0.0141181732"
"1993","1","Bottom 50%","Adults","92673970.7619105","0.56357676","297850504076.6334","3213.9607446177","0.0146728436"
"1993","2","Bottom 50%","Adults","92946750.93458594","0.56692845","296576876008.1154","3190.8256396917","0.0144763805"
"1993","3","Bottom 50%","Adults","93199584.97535358","0.57029653","292567354649.2286","3139.1486853359","0.0140315069"
"1993","4","Bottom 50%","Adults","93453823.767993","0.57340866","284256467549.7709","3041.6782972462","0.013382831"
"1994","1","Bottom 50%","Adults","93724117.02384675","0.57614928","281418326461.605","3002.6244620688","0.0132513399"
"1994","2","Bottom 50%","Adults","94002835.7267455","0.57893133","266827426632.9822","2838.5040150131","0.0125066146"
"1994","3","Bottom 50%","Adults","94271486.81084354","0.58224988","259495829051.0111","2752.6438569033","0.0119673877"
"1994","4","Bottom 50%","Adults","94539364.1414672","0.58541155","230710573191.4112","2440.3651884751","0.0105573652"
"1995","1","Bottom 50%","Adults","94816540.77523905","0.58858985","246233953421.9926","2596.9514539207","0.0109997329"
"1995","2","Bottom 50%","Adults","95093129.46050881","0.59141302","243686216511.5066","2562.6059200492","0.0106218441"
"1995","3","Bottom 50%","Adults","95345103.7489742","0.59432715","234345491608.1863","2457.8660297562","0.0099502426"
"1995","4","Bottom 50%","Adults","95603972.7834454","0.59719163","227972601287.7444","2384.5515479166","0.0094184077"
"1996","1","Bottom 50%","Adults","95886199.47152065","0.6000644","232598055007.8838","2425.771970209","0.0094031431"
"1996","2","Bottom 50%","Adults","96187209.22059675","0.60254914","219514675812.7181","2282.1607736771","0.0087345809"
"1996","3","Bottom 50%","Adults","96477440.98885766","0.60452223","205676139173.0192","2131.8573240015","0.0081030958"
"1996","4","Bottom 50%","Adults","96770975.80450454","0.60774994","202508549544.5949","2092.6579262123","0.0077631882"
"1997","1","Bottom 50%","Adults","97081393.2044357","0.6113739","188916388449.4038","1945.9587693759","0.0072003268"
"1997","2","Bottom 50%","Adults","97393889.29663084","0.61261219","198973457788.013","2042.9768153318","0.0071791172"
"1997","3","Bottom 50%","Adults","97682203.76738134","0.61527038","192929331856.1543","1975.0714502264","0.0067068713"
"1997","4","Bottom 50%","Adults","97965683.7657028","0.61729282","170590077088.9922","1741.3248244863","0.0058350937"
"1998","1","Bottom 50%","Adults","98267580.9684609","0.61820096","213585513393.5141","2173.5094248638","0.0068789159"
"1998","2","Bottom 50%","Adults","98577438.29610124","0.61965382","198766650541.2322","2016.350333067","0.0063020339"
"1998","3","Bottom 50%","Adults","98875556.58667704","0.62232023","155714232379.1628","1574.8506279473","0.0051001747"
"1998","4","Bottom 50%","Adults","99173580.40365641","0.62402904","187555138503.4515","1891.1804710495","0.0057065249"
"1999","1","Bottom 50%","Adults","99500597.13872066","0.62602675","203699554235.6297","2047.2194146899","0.006150746"
"1999","2","Bottom 50%","Adults","99837401.4055401","0.62839597","214507540968.6435","2148.5689526044","0.006276851"
"1999","3","Bottom 50%","Adults","100158923.57200904","0.63063312","195722130501.50302","1954.1157544569","0.0057963784"
"1999","4","Bottom 50%","Adults","100472746.12719929","0.63411677","239743432149.4995","2386.1538714786","0.0065503323"
"2000","1","Bottom 50%","Adults","100794066.80879654","0.63832688","263667757510.3322","2615.9055374807","0.0069662381"
"2000","2","Bottom 50%","Adults","101116836.0234505","0.64230585","253354184830.2351","2505.5588643169","0.0067758731"
"2000","3","Bottom 50%","Adults","101422324.9662303","0.64607018","251423896984.9857","2478.9798209487","0.0066189131"
"2000","4","Bottom 50%","Adults","101721665.15998255","0.64957863","228234971459.1084","2243.720362817","0.0061539724"
"2001","1","Bottom 50%","Adults","102031831.3962663","0.65383822","272517424111.1296","2670.9059357441","0.007458704"
"2001","2","Bottom 50%","Adults","102346486.80827679","0.65779245","285098980214.0983","2785.6254680062","0.0075443849"
"2001","3","Bottom 50%","Adults","102644491.2463958","0.66037631","197221055789.4474","1921.3993210412","0.0054403069"
"2001","4","Bottom 50%","Adults","102931899.34886865","0.66243184","242329937626.4891","2354.2744198779","0.0063852303"
"2002","1","Bottom 50%","Adults","103225960.66312066","0.66456991","273141860026.8165","2646.0578160006","0.0070938826"
"2002","2","Bottom 50%","Adults","103515747.88863896","0.66687304","237424762293.4856","2293.6100751444","0.0063269831"
"2002","3","Bottom 50%","Adults","103786050.00321046","0.67008436","186941210831.7248","1801.2171272145","0.0051820923"
"2002","4","Bottom 50%","Adults","104055639.62122516","0.67393118","182908608189.9915","1757.7962026451","0.0049501133"
"2003","1","Bottom 50%","Adults","104341715.14423025","0.67729104","179409010045.1964","1719.4370420038","0.0048442564"
"2003","2","Bottom 50%","Adults","104639899.49227504","0.67962724","153527908369.3018","1467.2023684487","0.0039379642"
"2003","3","Bottom 50%","Adults","104925844.90648185","0.68349057","146686831800.3358","1398.0047711894","0.0036849939"
"2003","4","Bottom 50%","Adults","105217718.5939939","0.68770075","175509755773.1479","1668.0627380868","0.0041929646"
"2004","1","Bottom 50%","Adults","105525740.85431546","0.69256294","230318532080.2842","2182.5815219649","0.0052234529"
"2004","2","Bottom 50%","Adults","105840886.15555266","0.69812691","210923851108.6541","1992.8390508623","0.0047257446"
"2004","3","Bottom 50%","Adults","106143797.02454829","0.70260942","210779256002.9348","1985.789673175","0.0046310382"
"2004","4","Bottom 50%","Adults","106439623.20887521","0.70804125","228813152471.3743","2149.699008445","0.0047699451"
"2005","1","Bottom 50%","Adults","106756267.34164783","0.71367961","245002493820.3342","2294.9705897478","0.0050457869"
"2005","2","Bottom 50%","Adults","107085316.87560742","0.71887201","243605237934.118","2274.8705895608","0.0048842506"
"2005","3","Bottom 50%","Adults","107400457.85733205","0.72541016","252912679421.7033","2354.8566222843","0.0049250707"
"2005","4","Bottom 50%","Adults","107709995.13146596","0.73127949","274180785748.8145","2545.5463572732","0.0051914912"
"2006","1","Bottom 50%","Adults","108027954.80302021","0.73643064","202299088096.0139","1872.6549851368","0.0037108111"
"2006","2","Bottom 50%","Adults","108345841.96329905","0.74296045","123692541093.6391","1141.645483133","0.0022787921"
"2006","3","Bottom 50%","Adults","108643853.2291338","0.74814469","63091670741.96783","580.7201131656","0.0011408124"
"2006","4","Bottom 50%","Adults","108935047.5876081","0.75094324","6207692729.190308","56.985266603","0.0001094574"
"2007","1","Bottom 50%","Adults","109241701.3673148","0.75814158","-59955057911.51611","-548.8294045323","-0.0010424799"
"2007","2","Bottom 50%","Adults","109560141.3943879","0.76321024","-149226491671.4539","-1362.050922646","-0.0025678545"
"2007","3","Bottom 50%","Adults","109867995.19190766","0.76717275","-250275959687.4511","-2277.9696603209","-0.0042572486"
"2007","4","Bottom 50%","Adults","110172329.45545034","0.77042526","-406128806399.2858","-3686.3049769998","-0.0069993323"
"2008","1","Bottom 50%","Adults","110488200.7844093","0.77313292","-601857493150.1307","-5447.2558053915","-0.0107803992"
"2008","2","Bottom 50%","Adults","110808778.44919556","0.77705407","-655411972855.9602","-5914.8018959207","-0.0120405918"
"2008","3","Bottom 50%","Adults","111115315.8474843","0.78291523","-883306794551.1069","-7949.4603224953","-0.0170692016"
"2008","4","Bottom 50%","Adults","111422664.6790688","0.78477269","-959262309184.4584","-8609.2206818732","-0.0199524283"
"2009","1","Bottom 50%","Adults","111746781.38625166","0.78438467","-1030777857729.555","-9224.2286081304","-0.0223736563"
"2009","2","Bottom 50%","Adults","112088266.26508416","0.78301424","-1000891086884.241","-8929.4903046959","-0.0213403387"
"2009","3","Bottom 50%","Adults","112420360.41852205","0.78385633","-934510281464.2932","-8312.6426386223","-0.0191601227"
"2009","4","Bottom 50%","Adults","112745128.91425544","0.78644013","-905322773108.5717","-8029.8171799252","-0.0184471931"
"2010","1","Bottom 50%","Adults","113070405.15115896","0.78857827","-867848823673.97","-7675.2959584233","-0.0173329094"
"2010","2","Bottom 50%","Adults","113404794.7457553","0.79242516","-927082215238.3568","-8174.9825244762","-0.0189226423"
"2010","3","Bottom 50%","Adults","113723241.9869957","0.79481912","-863777742352.245","-7595.4371970069","-0.0169311823"
"2010","4","Bottom 50%","Adults","114035074.42871435","0.79947507","-881847844969.7134","-7733.1281571704","-0.0167520294"
"2011","1","Bottom 50%","Adults","114365778.53358544","0.80360258","-880101294601.8153","-7695.4951549896","-0.0163866638"
"2011","2","Bottom 50%","Adults","114708560.68298174","0.80891061","-886895825288.5382","-7731.7317906171","-0.0164583736"
"2011","3","Bottom 50%","Adults","115034973.07691616","0.81391323","-983946003448.1924","-8553.450982166","-0.0190516768"
"2011","4","Bottom 50%","Adults","115352140.02318525","0.81489551","-960382488400.027","-8325.6581820415","-0.0181183308"
"2012","1","Bottom 50%","Adults","115674903.42009327","0.81984043","-898175581146.4249","-7764.6538236954","-0.0162804498"
"2012","2","Bottom 50%","Adults","115996994.8051677","0.82314241","-895783962928.0625","-7722.475607516","-0.0163056879"
"2012","3","Bottom 50%","Adults","116291339.51098791","0.82741034","-848766126307.0503","-7298.6185375124","-0.014940682"
"2012","4","Bottom 50%","Adults","116574245.91535047","0.83160394","-825974854774.7057","-7085.3973644786","-0.0143145746"
"2013","1","Bottom 50%","Adults","116875574.39186008","0.83493078","-710324369016.9066","-6077.6117911116","-0.0117854776"
"2013","2","Bottom 50%","Adults","117191417.59759758","0.83730006","-672513610058.0844","-5738.5909637795","-0.0110495952"
"2013","3","Bottom 50%","Adults","117494212.46218896","0.84124589","-608001778983.6819","-5174.7381104354","-0.0096554557"
"2013","4","Bottom 50%","Adults","117790471.2721036","0.84627324","-609617453939.386","-5175.4394676895","-0.0093797468"
"2014","1","Bottom 50%","Adults","118098230.0284872","0.8497982","-552406160411.8679","-4677.5143054948","-0.0082989897"
"2014","2","Bottom 50%","Adults","118412148.90524322","0.85461098","-517254210939.8109","-4368.2528838636","-0.0075601494"
"2014","3","Bottom 50%","Adults","118703333.31711745","0.85834223","-476184465706.03","-4011.5509177312","-0.00692275"
"2014","4","Bottom 50%","Adults","118984208.41674155","0.85977042","-445878631610.4835","-3747.3765430182","-0.006320664"
"2015","1","Bottom 50%","Adults","119277905.916651","0.859465","-376503693880.8073","-3156.52501599","-0.0052182681"
"2015","2","Bottom 50%","Adults","119578437.6681386","0.8641209","-393978072387.2481","-3294.7250363033","-0.0054349347"
"2015","3","Bottom 50%","Adults","119862782.6264115","0.86669642","-420355467230.5931","-3506.9723730739","-0.0059151279"
"2015","4","Bottom 50%","Adults","120135950.28952596","0.86661386","-343014329937.3803","-2855.2180185092","-0.0047110408"
"2016","1","Bottom 50%","Adults","120417402.50451365","0.86592042","-296519727244.5566","-2462.4325145482","-0.0040139411"
"2016","2","Bottom 50%","Adults","120698477.50749084","0.87203753","-274517610920.7585","-2274.4082327279","-0.0036559905"
"2016","3","Bottom 50%","Adults","120958884.43282916","0.87445623","-260507240962.235","-2153.6842224012","-0.0033958551"
"2016","4","Bottom 50%","Adults","121206695.59654665","0.87906259","-251271800508.2892","-2073.0851482387","-0.0032499207"
"2017","1","Bottom 50%","Adults","121461283.02240345","0.88350385","-136183583908.3823","-1121.2098252187","-0.0017096456"
"2017","2","Bottom 50%","Adults","121712455.07715505","0.8863436","-73735048054.94684","-605.8134971331","-0.0009085797"
"2017","3","Bottom 50%","Adults","121944411.05919275","0.89075184","12575883251.32576","103.1280002264","0.0001513011"
"2017","4","Bottom 50%","Adults","122167983.01656741","0.89708346","74524907121.15077","610.0199518809","0.0008682723"
"2018","1","Bottom 50%","Adults","122401648.74939466","0.90196228","132645953858.108","1083.6941758006","0.0015286989"
"2018","2","Bottom 50%","Adults","122638074.03258735","0.90999448","151312370048.9045","1233.8123477763","0.0017187484"
"2018","3","Bottom 50%","Adults","122859624.12926699","0.91299111","169342717860.0885","1378.3431217559","0.001880579"
"2018","4","Bottom 50%","Adults","123077152.6067666","0.91776264","41862973868.80306","340.1360283541","0.0004879281"
"2019","1","Bottom 50%","Adults","123293764.2375397","0.92056108","232069977276.7354","1882.2523483801","0.0025333051"
"2019","2","Bottom 50%","Adults","123438417.65653992","0.9258278","262151856343.5787","2123.7460858661","0.0028002931"
"2019","3","Bottom 50%","Adults","123611008.90724246","0.92884094","268548333126.3992","2172.5276373071","0.0028488878"
"2019","4","Bottom 50%","Adults","123782858.13188455","0.93264657","329530227395.8592","2662.1636660285","0.0033615369"
"2020","1","Bottom 50%","Adults","123911838.3049927","0.93568444","160228315707.2682","1293.0831944635","0.0017657317"
"2020","2","Bottom 50%","Adults","124050216.13788225","0.93166423","427798947927.4292","3448.5949420026","0.0043209713"
"2020","3","Bottom 50%","Adults","124226946.69071646","0.94015872","493262554426.195","3970.6566696375","0.0047808577"
"2020","4","Bottom 50%","Adults","124395278.31073697","0.94470727","650432490444.7916","5228.7554582259","0.0058423739"
"2021","1","Bottom 50%","Adults","124468979.54781947","0.95472074","745234523124.702","5987.3112628709","0.0064219757"
"2021","2","Bottom 50%","Adults","124543434.84381741","0.96925795","853878993120.092","6856.0739005704","0.0070222166"
"2021","3","Bottom 50%","Adults","124655364.4613425","0.9833082","947713990729.2194","7602.6731366472","0.0074751677"
"2021","4","Bottom 50%","Adults","124766921.06036155","1","990595880845.9492","7939.5714218731","0.0076242437"
"1976","1","Middle 40%","Adults","57074638.969521165","0.25500882","1409915016416.919","24703.0036785662","0.3239820664"
"1976","2","Middle 40%","Adults","57373730.51853216","0.25757614","1481319758339.4868","25818.7805630141","0.3290426632"
"1976","3","Middle 40%","Adults","57665038.287045","0.26090294","1525549072168.954","26455.355228849","0.3327821202"
"1976","4","Middle 40%","Adults","57955929.66626784","0.26558363","1588083503244","27401.57068291","0.3367847934"
"1977","1","Middle 40%","Adults","58257966.28912933","0.26985976","1611131895868.0981","27655.1345419816","0.336969932"
"1977","2","Middle 40%","Adults","58569824.989098966","0.27366537","1656694523487.157","28285.8028651358","0.336270736"
"1977","3","Middle 40%","Adults","58865720.11391193","0.2769922","1686739648008.875","28654.0221498155","0.3352238227"
"1977","4","Middle 40%","Adults","59159300.5080352","0.28297713","1722137392058.6309","29110.1716428294","0.3343422221"
"1978","1","Middle 40%","Adults","59466750.69805628","0.28709644","1794727194697.814","30180.3473980036","0.3399395776"
"1978","2","Middle 40%","Adults","59783509.079954736","0.29258609","1891783948354.636","31643.9094571139","0.3448852742"
"1978","3","Middle 40%","Adults","60086974.21838057","0.2975474","1990462556115.083","33126.3569518567","0.3494120591"
"1978","4","Middle 40%","Adults","60385815.21724848","0.30363971","2067306518915.61","34234.9691144868","0.3549196603"
"1979","1","Middle 40%","Adults","60696406.44068648","0.30917063","2136955329024.443","35207.2792169782","0.3514035405"
"1979","2","Middle 40%","Adults","61014738.234209634","0.3167488","2191561598562.4268","35918.5610229114","0.3478760076"
"1979","3","Middle 40%","Adults","61291797.85079997","0.32366663","2243663679261.975","36606.2631206158","0.343151777"
"1979","4","Middle 40%","Adults","61647587.32334764","0.32967636","2283227260360.677","37036.7659059377","0.3384344385"
"1980","1","Middle 40%","Adults","61930558.78280548","0.33660239","2348475893298.921","37921.1158345136","0.3413420678"
"1980","2","Middle 40%","Adults","62234017.15040465","0.34460983","2450960465557.747","39382.9705647052","0.3414378498"
"1980","3","Middle 40%","Adults","62562354.89622004","0.35231188","2574293678167.0093","41147.6467348026","0.3419791001"
"1980","4","Middle 40%","Adults","62815692.52202237","0.36149156","2650402281811.123","42193.3146861658","0.3403579662"
"1981","1","Middle 40%","Adults","63069448.96957313","0.37100971","2691339157424.047","42672.6283707099","0.3397462171"
"1981","2","Middle 40%","Adults","63357636.490820326","0.37836501","2791250596158.02","44055.4722485968","0.3426862801"
"1981","3","Middle 40%","Adults","63623356.01497233","0.38548091","2839563062704.4316","44630.828056857","0.3460501279"
"1981","4","Middle 40%","Adults","63883296.43047464","0.3921428","2930453892801.235","45871.9893390364","0.3457513638"
"1982","1","Middle 40%","Adults","64149513.23233968","0.39754167","3001647633985.5913","46791.4327442218","0.3495980627"
"1982","2","Middle 40%","Adults","64418527.19590524","0.40270939","3046481652013.402","47292.0103054925","0.3507472296"
"1982","3","Middle 40%","Adults","64670710.28723053","0.40842187","3132604951962.247","48439.3156971525","0.3514035646"
"1982","4","Middle 40%","Adults","64916961.23354117","0.4126485","3217780876161.783","49567.6448037316","0.3498515251"
"1983","1","Middle 40%","Adults","65174814.502230674","0.4157607","3329943086128.174","51092.4827567281","0.3501086777"
"1983","2","Middle 40%","Adults","65436602.40936048","0.41885632","3427709090862.225","52382.1372848646","0.3499662395"
"1983","3","Middle 40%","Adults","65681952.07869825","0.42330587","3479280747859.543","52971.6404240052","0.3511692357"
